Codigo,Clase,Familia,Descripcion,Tallas,Marca,Color,Composicion,Precio_reg,Precio_final
363430,INVIERNO LIGERO,SUDADERA LIGERA,FMSUDADERA CON GORRO (HOODIE)SAN FRANCISCO 49ERS,70/90/110/130,SAN FRANCISCO 49ERS,RED,POLIESTER 100%.,939,99
363431,INVIERNO LIGERO,SUDADERA LIGERA,FMSUDADERA CON GORRO (HOODIE)SEATTLE SEAHAWKS,70/90/110,SEATTLE SEAHAWKS,NAVY,POLIESTER 100%.,999,199
363432,BOTTOMS JUVENIL,MEZCLILLA,FM MEZCLILLA DIFERENTES MODELOS CORTE AMPLIO,50/70/90/110/130,COFFE BEAN,AZUL,ALGODON 100 %.,299,149
363457,BLUSA JUVENIL,MODA MC,FM + PPB + BLUSA DE BOTONES MANGA CORTA BLANCA PARA DAMA,70/90/110/130,TOXIK3,WHITE,VISCOSE 100%.,199,129
363487,BLUSA JUVENIL,MODA MC,FM + PPB + BLUSA DE BOTONES MANGA CORTA VERDE PARA DAMA,70/90/110/130,TOXIK3,GREEN,VISCOSE 100%.,199,99
363496,BOLSAS,DE MANO,EXCLUSIVO ECOMM 100% TEXTIL FORRO 100% SINTETICO,10,WESTIES,MUSTARD,SINTETICO 100 %.,1899,1899
363501,BLUSA JUVENIL,MODA ML,"ECOMMBLUSA JUVENIL MODA ML, BOLSAS AL FRENTE, COLOR HUESO",70/90/110/130,FOREVER 21,HUESO,POLIESTER 55%. VISCOSA 45%.,299,299
363502,VESTIDO JUVENIL,VESTIDO CASUAL,FM + PPB + VESTIDO MANGA LARGA DE BOTONES KHAKI PARA DAMA,70/90/110/130,NEW LOOK,KHAKY,POLYESTER 65 %. COTTON 35 %.,249,179
363532,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MANGA LARGA ABULLONADA PANELES ELASTICOS CINTURA,70/90/110/130,STRONA FAST FASHION,NEGRO,POLIESTER 100 %.,499,499
363538,BLUSA JUVENIL,MODA ML,FM MODERN ONE POCKET MEDIUM AUTHENTIC,50/70/90/110,LEVIS,BLUE,POLIESTER 100%.,399,49
363551,UNIFORMES COPPEL,DAMAS,BLUSA DAMA ML CON LOGO VTAS 2010 CON BIES AZUL MARINO EN EL CUELLO,280/300/320/340/360/380/400/420/440,MIBELY,AMARILLO,ALGODON 100%.,259,259
363594,BLUSA JUVENIL,MODA ML,FM ELLORA BLOUSE SILVER LINING 3,70/90/110,LEVIS,INDIGO,POLIESTER 100%.,799,239
363716,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY CORDYN SATCHEL,10,GUESS FACTORY,NEGRO,POLIURETANO 100 %.,2699,1879
363727,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY CORDYN SATCHEL ROSA CLARO,10,GUESS FACTORY,ROSA,POLIURETANO 100 %.,2699,1349
363728,INVIERNO LIGERO,VESTIDO INVIERNO,VESTIDO DE POLI MANGA CORDA CUELLO TIPO POLO BOTONES Y CINTURON SINTETICO COLOR NEGRO ARRIBA D LA RODILLA MARCA THINNER,70/90/110/130,STRONA,BLACK,POLYURETHANE 100%.,549,399
363732,BOLSAS,DE HOMBRO,FM CLON CODIGO COPPEL 337101 BOLSA HOMBRO IVORY MARCA BEBE,10,BEBE,IVORY,POLYURETHANE 100%.,299,299
363735,INVIERNO LIGERO,SUDADERA LIGERA,"CAMBIO X PRECIO SKU 396168 HOODIE CON BOLSA AL FRENTE, PRINT FOCALIZADO AL CENTRO",70/90/110/130/150,REFILL,BLUE,COTTON 80%. POLYESTER 20%.,349,249
363740,INVIERNO LIGERO,VESTIDO INVIERNO,VESTIDO NEGRO MANGA LARGA PEGADO CON CUELLO DE TORTUGA MARCA BEBE,70/90/110/130,BEBE DTR,BLACK,RAYON 68%. POLYESTER 32%.,399,199
363741,INVIERNO LIGERO,BLUSA INVIERNO,BLUSA SOBREPRENDA OVERSIZE GAMUZA CAFE DOS BOLSAS AL FRENTE CON BOTONES DE BROCHE,70/90/110/130,REFILL,BROWN,POLYESTER 95%. SPANDEX 5%.,599,449
363745,INVIERNO LIGERO,BLUSA INVIERNO,BLUSA MANGA LARGA SOBREPRENDA OVERSIZE COLOR NEGRO ACID CON BOTONES DE BROCHE Y UNA BOLSA AL FRENTE,70/90/110/130,STRONA,BLACK,COTTON 100%.,399,169
363757,BLUSA JUVENIL,MODA MC,"FM + BLUSA MANGA CORTA CUELLO REDONDO PARA DAMA, 2 PACK, BLACK AND SAND",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,139
363760,INVIERNO LIGERO,VESTIDO INVIERNO,VESTIDO MANGA LARGA DE BOTONES CON CUELLO TIPO POLOY LISTON EN LA CINTURA COLOR NEGRO MARCA SAHARA,70/90/110/130,SAHARA,BURGUNDY,POLYESTER 100%.,379,379
363762,BOLSAS,DE HOMBRO,"FM CLON COPPEL 372269, BOLSA HOMBRO BLACK MARCA BEBE",10,BEBE,BLACK,POLIESTER 90%. POLIURETANO 10%.,299,299
363767,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MANGA LARGA ABULLONADA PANELES ELASTICOS CINTURA,70/90/110/130,STRONA FAST FASHION,ROSA,POLIESTER 100 %.,499,499
363772,BLUSA JUVENIL,BASICA SM,FM + TANK TOP SIN MANGAS,70/90/110/130,BRIT & BRI,BLACK,RAYON 95%. SPANDEX 5%.,99,79
363777,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MIDI MANGA LARGA ABULLONADA PANELES ELASTICOS CINTURA NEGRO,70/90/110/130,SAHARA FAST FASHION,NEGRO,POLIESTER 100 %.,499,499
363782,PLAYERA JUVENIL,PLAYERA REGULAR MC,"FM + PLAYERA MANGA CORTA CUELLO SIMULADO, 2 PACK, BLACK AND TAUPE",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,149
363787,BLUSA JUVENIL,BASICA SM,FM + TANK TOP SIN MANGAS,70/90/110/130,BRIT & BRI,TAN,RAYON 96%. SPANDEX 4%.,99,59
363797,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM + BLUSA MANGA CORTA CUELLO EN V, 2 PACK,  BLACK AND WHITE",50/70/90/110,BRIT & BRI,BLACK AND WHITE,POLYESTER 95%. SPANDEX 5%.,199,199
363802,BLUSA JUVENIL,BASICA SM,FM + TANK TOP SIN MANGAS,70/90/110/130,BRIT & BRI,WHITE,RAYON 96%. SPANDEX 4%.,99,69
363807,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM + BLUSA MANGA CORTA CUELLO EN V, 2 PACK, WHITE AND ROSE",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,99
363808,UNIFORMES COPPEL,DAMAS,SACO GTES 2010 CORTE RECTO 3 BOTONES AL FTE CON RAYA DE GIS NO SE COMPRA PASA A MERMA OCT 2023,280/300/320/340/360/380/400/420/440,SHYLA,AZUL MARINO,ACRILICO 100%.,439,439
363812,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM + BLUSA MANGA CORTA CUELLO EN V, 2 PACK, WHITE AND TAUPE",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,149
363820,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY CORDYN SATCHEL CAFE,10,GUESS FACTORY,CAFE,POLIURETANO 100 %.,2699,1879
363827,BLUSA JUVENIL,MODA MC,"CLON 301218, FF STRONA SHOT 1 26 BLUSA PORTUGUESA DE POPELINA MANGA CORTA COLOR ROSA",70/90/110/130,STRONA FAST FASHION,ROSA,ALGODON 97%. ELASTANO 3%.,279,279
363832,BLUSA JUVENIL,BASICA SM,"FM + BLUSA SIN MANGAS DOBLE CUCHARA, 2 PACK, BLACK AND WHITE",50/70/90/110,BRIT & BRI,BLACK AND WHITE,POLYESTER 95%. SPANDEX 5%.,199,199
363838,BLUSA JUVENIL,MODA ML,FM ZAIDA SS BLOUSE CAVIAR,70/90/110/130,LEVIS,NEGRO,ALGODON 100%.,999,249
363842,VESTIDO JUVENIL,VESTIDO CASUAL,"VESTIDO CORTO CON BOTONES MANGA CORTA PINZAS Y CINTAS EN CINTURA,SE MIGRA DEL SKU 339850,",50/70/90/110/130/150,REFILL,SHEDRON,POLIESTER 100%.,339,179
363862,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM + BLUSA MANGA CORTA CUELLO EN V, 2 PACK, BLACK AND SAND",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,199
363866,BOTTOMS JUVENIL,MEZCLILLA,FM JEANS MARCA HOLLISTER,30/50/70,HOLLISTER,VARIOS,ALGODON 100%.,699,249
363868,BOTTOMS JUVENIL,MEZCLILLA,"SE BAJO COSTOJEANS CORTE SKINNY, PRETINA DELGADA, UN BOTÓN, CONTRASTE EM BOLSAS Y HABILITADAS, CON DOBLADILLO DE REVES, DESTRUCCIÓN MINIMA",30/50/70/90/110/130/150,REFILL,STONE,ALGODON 98%. ELASTANO 2%.,429,199
363882,PLAYERA JUVENIL,PLAYERA ECONOMICA MC,"FM + BLUSA MANGA CORTA CUELLO EN V, 2 PACK, BLACK AND MUSHROOM",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,149
363901,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MIDI OLANES CINTURA PANELES TIPO PLISADO,70/90/110/130,SAHARA FAST FASHION,CAFE,POLIESTER 100 %.,499,499
363905,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MIDI ESCOTE V SMOCK CINTURA VERDE,70/90/110/130,SAHARA FAST FASHION,VERDE,POLIESTER 100 %.,499,499
363908,VESTIDO JUVENIL,VESTIDO CASUAL,ECOMM VESTIDO MIDI BABY COTTON OLAN MANGA JARETA CINTURA CRUDO,70/90/110/130,REFILL,CRUDO,ALGODON 100 %.,499,499
363910,VESTIDO JUVENIL,VESTIDO CASUAL,ECOMM VESTIDO MIDI BABY COTTON OLAN MANGA JARETA CINTURA GRIS,70/90/110/130,REFILL,GRIS,ALGODON 100 %.,499,499
363917,BLUSA JUVENIL,BASICA SM,"FM + BLUSA SIN MAGAS CUELLO SIMULADO, 2 PACK, BLACK AND MUSHROOM",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,199
363918,INVIERNO LIGERO,VESTIDO INVIERNO,"ECOMMVESTIDO INVIERNO LIGERO,TEJIDO CORTE CON BOTONES AL FRENTE , COLOR NEGRO",70/90/110,FOREVER 21,NEGRO,VISCOSA 72%. POLIAMIDA 28%.,499,499
363922,BLUSA JUVENIL,BASICA SM,"FM + BLUSA SIN MANGAS CUELLO SIMULADO, 2 PACK, BLACK AND TAN",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,199
363923,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MIDI SIN MANGA ESCOTE V JARETA CINTURA ESTAMPADO BLANCO Y NEGRO,70/90/110/130,SAHARA FAST FASHION,NEGRO,POLIESTER 100 %.,499,499
363925,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MIDI MANGA ABULLONADA PANEL SMOCK CINTURA ESTAMAPADO BLANCO CON NEGRO,70/90/110/130,SAHARA FAST FASHION,ANIMAL PRINT,POLIESTER 100 %.,499,499
363930,VESTIDO JUVENIL,VESTIDO CASUAL,ECOMM VESTIDO CAMPIRANO TROQUELADO BORDADO,70/90/110/130,18 FOREVER,BLANCO,ALGODON 100 %.,349,349
363931,VESTIDO JUVENIL,VESTIDO CASUAL,ECOMM VESTIDO CAMPIRANO OFF SHOULDER RESORTE MANGA,70/90/110/130,18 FOREVER,BLANCO,ALGODON 100 %.,349,349
363937,INVIERNO LIGERO,VESTIDO INVIERNO,"ECOMMVESTIDO INVIERNO,TEJIDO CORTE CON BOTONES AL FRENTE, COLOR VINO",70/90/110,FOREVER 21,VINO,VISCOSA 78%. POLIAMIDA 22%.,499,499
363938,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO TIRANTES LENCERO ENCAJE ESCOTE ROSA CLARO,70/90/110/130,STRONA FAST FASHION,ROSA,POLIESTER 100 %.,279,279
363939,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO TIRANTES LENCERO ENCAJE ESCOTE FLORES,70/90/110/130,STRONA FAST FASHION,FLORAL PRINT,POLIESTER 100 %.,279,279
363941,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MIDI CUELLO CAMISERO BOTONES PANELES CRUDO,70/90/110/130,SAHARA FAST FASHION,CRUDO,ALGODON 100 %.,399,399
363944,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MIDI CUELLO CAMISERO BOTONES PANELES BEIGE,70/90/110/130,SAHARA FAST FASHION,BEIGE,ALGODON 100 %.,399,399
363947,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MIDI CAMISERO PAISLEY,70/90/110/130,SAHARA FAST FASHION,MULTICOLOR,POLIESTER 100 %.,279,279
363948,VESTIDO JUVENIL,VESTIDO CASUAL,ECOMM VESTIDO TIRANTES TIPO LINO BOTONES DELANTEROS,70/90/110/130,18 FOREVER,CRUDO,ALGODON 100 %.,349,349
363952,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MIDI SIN MANGA TEJIDO PUNTO JASPEADO,70/90/110/130,SAHARA FAST FASHION,BEIGE,POLIESTER 50 %. ALGODON 50 %.,379,379
363953,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MIDI TEJIDO PUNTO RAYAS RELIEVE BARBAS RUEDO,70/90/110/130,SAHARA FAST FASHION,LADRILLO,POLIESTER 50 %. ALGODON 50 %.,379,379
363954,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MIDI SIN MANGA TEJIDO PUNTO COLORES,70/90/110/130,SAHARA FAST FASHION,CAMEL,POLIESTER 50 %. ALGODON 50 %.,379,379
363956,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO TIRANTES SATINADO GRIS,70/90/110/130,STRONA FAST FASHION,GRIS,POLIESTER 100 %.,279,279
363967,VESTIDO JUVENIL,VESTIDO CASUAL,"FF STRONA SHOT 1 26 VESTIDO DE SATIN SPANDEX CON ENCAJE EN ESCOTE Y RUEDO, ABERTURA EN PIERNA, TIRANTES CRUZADOS EN ESPALDA.",70/90/110/130,STRONA FAST FASHION,NEGRO,POLIESTER 90%. ELASTANO 10%.,299,299
363983,BLUSA JUVENIL,BASICA SM,"FM + BLUSA SIN MANGAS CUELLO SIMULADO, 2 PACK, WHITE AND ROSE",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,199
363987,BLUSA JUVENIL,BASICA SM,"FM + BLUSA SIN MANGAS CUELLO SIMULADO, 2 PACK, WHITE AND SAND",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,149
363997,BLUSA JUVENIL,BASICA SM,"FM + BLUSA SIN MANGAS CUELLO SIMULADO, 2 PACK, WHITE AND SAGE",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,149
364005,VERANO JUVENIL,JUMPER,FM + MAXI SIN MANGAS CON CUELLO EN V Y DOBLES ABERTURAS DELANTERAS,70/90/110/130,PINC,BLACK,RAYON 95%. SPANDEX 5%.,269,149
364007,INVIERNO LIGERO,VESTIDO INVIERNO,"ECOMMVESTIDO LIGERO INVIERNO, TEJIDO LARGO CON CRUCE AL FRENTE, COLOR HUESO",70/90/110,FOREVER 21,HUESO,VISCOSA 100%.,469,469
364012,VERANO JUVENIL,JUMPER,FM + MAXI SIN MANGAS CON CUELLO EN V Y DOBLES ABERTURAS DELANTERAS,70/90/110/130,PINC,NAVY,RAYON 95%. SPANDEX 5%.,269,199
364032,BLUSA JUVENIL,BASICA SM,"FM + BLUSA SIN MANGAS BORDE DE LECHUGA, 2 PACK, BLACK AND CHAMBRAY",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,149
364037,BLUSA JUVENIL,BASICA SM,"FM + BLUSA SIN MANGAS BORDE DE LECHUGA, 2 PACK, WHITE AND ROSE",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,139
364042,BLUSA JUVENIL,BASICA SM,"FM + BLUSA SIN MANGAS BORDE DE LECHUGA, 2 PACK, BLACK AND MUSHROOM",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,99
364052,BLUSA JUVENIL,BASICA SM,"FM + TANK TOP SIN MANGAS, 2 PACK, BLACK AND SAND",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,149
364054,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO GLOBO TIRANTES DOTS,70/90/110/130,STRONA FAST FASHION,BLANCO,POLIESTER 100 %.,279,279
364062,BLUSA JUVENIL,BASICA SM,"FM + TANK TOP SIN MANGAS, 2 PACK, BLACK AND WHITE",50/70/90/110,BRIT & BRI,BLACK AND WHITE,POLYESTER 95%. SPANDEX 5%.,199,199
364067,BLUSA JUVENIL,BASICA SM,"FM + TANK TOP SIN MANGAS, 2 PACK, WHITE AND SAGE",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,149
364074,VESTIDO JUVENIL,VESTIDO CASUAL,RTF VESTIDO MIDI TIRANTES ESTAMPADO PAISLEY,70/90/110/130,STRONA FAST FASHION,NEGRO,POLIESTER 100 %.,279,279
364077,BLUSA JUVENIL,BASICA SM,"FM + TANK TOP SIN MANGAS, 2 PACK, WHITE AND TAUPE",50/70/90/110,BRIT & BRI,MULTICOLOR,POLYESTER 95%. SPANDEX 5%.,199,99
364082,BLUSA JUVENIL,MODA SM,FM + TANK TOP SIN MANGAS COLOR NEGRA,70/90/110/130,THREAD TIMES,BLACK,POLYESTER 95%. ELASTANO 5%.,129,129
364092,BLUSA JUVENIL,MODA SM,FM + TANK TOP SIN MANGAS COLOR LIME,70/90/110/130,THREAD TIMES,LIME,POLYESTER 95%. ELASTANO 5%.,129,129
364097,BLUSA JUVENIL,MODA SM,FM + TANK TOP SIN MANGAS COLOR FUSCIA,70/90/110/130,THREAD TIMES,FUSCIA,POLYESTER 95%. ELASTANO 5%.,129,129
364102,BLUSA JUVENIL,MODA SM,FM + TANK TOP SIN MANGAS COLOR AZUL,70/90/110/130,THREAD TIMES,ROYAL,POLYESTER 95%. ELASTANO 5%.,129,129
364131,BOLSAS,DE MANO,EXCLUSIVO ECOMM 100% TEXTIL FORRO 100% SINTETICO,10,WESTIES,NEGRO,SINTETICO 100 %.,1899,1899
364137,BOTTOMS JUVENIL,VESTIR,ECOMM PANTALON PARA DAMA JOVEN DE VESTIR COLOR VERDE OLIVO DE TIRO ALTO DE PIERNAS ANCHAS,70/90/110,STRONA,OLIVE,POLYESTER 95%. SPANDEX 5%.,299,219
364143,INVIERNO LIGERO,CHAMARRA LIGERA,RECOMPRA DEL CODIGO 399230 CHAMARRA LIGERA CON GORRO Y CIERRE AL FRENTE,50/70/90/110/130,STRONA,NEGRO,POLYESTER 100%.,379,379
364167,BOTTOMS JUVENIL,VESTIR,ECOMM PANTALON PARA DAMA JOVEN COLOR AZUL REY DE VESTIR DE TIRO ALTO CON PIERNAS ANCHAS,70/90/110,STRONA,AZUL REY,POLYESTER 95%. SPANDEX 5%.,299,219
364184,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY DELPHINE TOTE NEGRO SUAVIZADO,10,GUESS FACTORY,NEGRO,PVC 100 %.,2799,2799
364185,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY DELPHINE TOTE,10,GUESS FACTORY,CAFE,PVC 100 %.,2799,1949
364188,BOTTOMS JUVENIL,MEZCLILLA,FM PANTALON DE MEZCLILLA DE DAMA DESLAVADO,30/50/70/90/110/130,PACK,AZUL,SINTETICO 100%.,299,49
364189,VESTIDO JUVENIL,VESTIDO CASUAL,"ECOMMVESTIDO JUVENIL CASUAL, TEJIDO CUELLO CUADRADO, COLOR KAKY",70/90/110/130,FOREVER 21,KAKY,VISCOSA 72%. POLIAMIDA 28%.,399,399
364191,VESTIDO JUVENIL,VESTIDO CASUAL,"ECOMMVESTIDO JUVENIL CASUAL, TEJIDO LARGO CON CRUCE AL FRENTE, COLOR NEGRO",70/90/110/130,FOREVER 21,NEGRO,VISCOSA 72%. POLIAMIDA 28%.,399,319
364193,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY KELCE CARRYALL,10,GUESS FACTORY,NEGRO,POLIURETANO 100 %.,2699,2699
364196,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY KELCE CARRYALL,10,GUESS FACTORY,CAFE,POLIURETANO 100 %.,2699,1879
364198,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY KELCE CARRYALL,10,GUESS FACTORY,BEIGE,POLIURETANO 100 %.,2699,2699
364199,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY KERRY SATCHEL,10,GUESS FACTORY,CAFE CLARO,PVC 100 %.,2699,2699
364202,VERANO JUVENIL,FALDA,ECOMM FALDA DE DAMA JOVEN DE MODA COLOR NEGRO DE TIRO ALTO CORTA Y CON SHORT,70/90/110,STRONA,BLACK,POLYESTER 95%. SPANDEX 5%.,319,229
364204,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY KERRY SATCHEL NEGRO SUAVIZADO,10,GUESS FACTORY,NEGRO,PVC 100 %.,2699,1879
364207,BOTTOMS JUVENIL,MEZCLILLA,ECOMM PANTALON DE MEZCLILLA AZUL OBSCURO TIPO CARGO CON BOLSAS A LOS COSTADOS EN LA PARTE DE LA RODILLA Y TANBIEN EN LA PARTE DE ARRIBA DE CORTE ANCHO,70/90/110,STRONA,DARK BLUE,LYOCEL 100%.,549,399
364212,BOTTOMS JUVENIL,MEZCLILLA,ECOMM PANTALON DE MEZCLILLA AZUL PARA DAMA JOVEN TIPO CARGO CON BOLSAS A LOS COSTADOS EN LA PARTE DE LA RODILLA Y EN LA PARTE DE ARRIBA CON CORTE ANCHO,70/90/110,STRONA,AZUL MEZCLILLA,LYOCEL 100%.,529,379
364216,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY TANA TOP ZIP SHOULDER NEGRO MULTICOLOR,10,GUESS FACTORY,NEGRO,PVC 100 %.,2099,1449
364219,BOLSAS,CRUZADA,"ECOMMERCE  BOLSA PARA CINTURON NEGRA CHAMPION ES LA OPCIÓN PERFECTA PARA QUIENES BUSCAN UNA SOLUCIÓN PRÁCTICA Y ESTILOSA PARA LLEVAR LO ESENCIAL. FABRICADA CON MATERIALES DURADEROS Y RESISTENTES, ESTA BOLSA COMPACTA OFRECE GRAN CAPACIDAD DE ALMACENA",10,CHAMPION,NEGRO,POLIESTER 100 %.,499,499
364227,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY TANA TOP ZIP SHOULDER,10,GUESS FACTORY,BLANCO,POLIURETANO 100 %.,2199,1529
364232,BLUSA JUVENIL,MODA ML,ECOMM BLUSA DE MANGA LARGA COLOR NEGRO PARA DAMA JOVEN,70/90/110,STRONA,BLACK,POLYESTER 78%. RAYON 19%. SPANDEX 3%.,259,179
364233,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY TANA TOP ZIP SHOULDER,10,GUESS FACTORY,NEGRO,POLIURETANO 100 %.,2099,2099
364236,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY PENNYWISE CARRYALL,10,GUESS FACTORY,NEGRO,PVC 100 %.,2499,2499
364238,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY CARACARA TOTE,10,GUESS FACTORY,ROJO,POLIURETANO 100 %.,2599,1399
364244,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY DELPHINE TOTE,10,GUESS FACTORY,AZUL,PVC 100 %.,2799,1949
364249,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY TANA TOP ZIP SHOULDER CAFE MULTICOLOR,10,GUESS FACTORY,CAFE,PVC 100 %.,2099,1079
364250,BOLSAS,DE HOMBRO,ECOMM BOLSA GUESS FACTORY TANA TOP ZIP SHOULDER,10,GUESS FACTORY,ROSA,PVC 100 %.,2099,1049
364252,BLUSA JUVENIL,MODA ML,ECOMM BLUSA DE MANGA LARGA COLOR CAMEL PARA DAMA JOVEN,70/90/110,STRONA,CAMEL,POLYESTER 78%. RAYON 19%. SPANDEX 3%.,259,259
364262,BLUSA JUVENIL,MODA ML,ECOMM BLUSA DE MANGA LARGA COLOR AZUL MEZCLILLA PARA DAMA JOVEN,70/90/110,STRONA,AZUL MEZCLILLA,POLYESTER 78%. RAYON 19%. SPANDEX 3%.,259,179
364266,BOTTOMS JUVENIL,LEE,SS25  CLON 332104   PANTALON DE MEZCLILLA MARCA LEE COLOR STONE MEDIO CORTE SKINNY CINTURA ALTA PRETINA REGULAR Y HANDSAND LOCALIZADO,70/90/110/130/150,LEE,STONE,ALGODON 78%. POLIESTER 19%. ELASTANO 3%.,699,499
364272,BOTTOMS JUVENIL,LEE,SS25  CLON 385176  PANTALON DE MEZCILLA MARCA LEE COLOR STONE MEDIO CORTE SKINNY CINTURA EXTRA ALTA CON POTASIO Y WHISKERS,50/70/90/110/130/150,LEE,STONE,ALGODON 99%. ELASTANO 1%.,699,449
364277,BOTTOMS JUVENIL,LEE,"SS25  PANTALÓN DE MEZCILLA MARCA LEE COLOR STONE DARK CORTE SKINNY DOBLE PRETINA CON POTASIO, HANDSAND FULL Y WHISKERS",70/90/110/130/150,LEE,STONE,ALGODON 88%. POLIESTER 9%. ELASTANO 3%.,729,729
364279,BLUSA JUVENIL,MODA SM,"FM,PPB, BRALETTE COLOR NEGRO CON DETALLES EN LA PARTE DE ABAJO",90/110,POOF!,BLACK,NYLON 94%. SPANDEX 6%.,99,29
364282,BLUSA JUVENIL,MODA SM,"FM,PPB, BLUSA TIRANTES CORTA TIPO TOP COLOR COGÑAC",90/110,POOF NEW YORK,COGÑAC,NYLON 92%. SPANDEX 8%.,99,29
364291,UNIFORMES COPPEL,DAMAS,PLAYERA MC AMARILLA DAMA 2024,240/260/280/300/320/340/360/380/400/420/440,SIN MARCA,AMARILLO,POLIESTER 50%. ALGODON 50%.,275,275
364292,BOTTOMS JUVENIL,LEE,"SS25  PANTALON DE MEZCLILLA MARCA LEE COLOR STONE CLARO CORTE SKINNY CON DOBLE PRETINA CON POTASIO, HANDSAND FULL Y WHISKERS",70/90/110/130/150,LEE,STONE,ALGODON 97 %. ELASTANO 3 %.,759,549
364297,BOTTOMS JUVENIL,LEE,SS25 CLON 325021  PANTALÓN DE MEZCILLA MARCA LEE COLOR STONE MEDIO CORTE SKINNY CINTURA EXTRA ALTA CON HANDSAND Y WHISKERS,70/90/110/130/150,LEE,STONE,ALGODON 66%. POLIESTER 25%. VISCOSA 6%. ELASTANO 3%.,729,519
364299,BLUSA JUVENIL,MODA SM,"FM,PPB, BLUSA JUVENIL DE TIRANTES TIPO TOP DE COLOR NEGRO",90/110,POOF NEW YORK,BLACK,NYLON 92%. SPANDEX 8%.,99,49
